SAL,SAL 2021 Name,POA 2021 Code
41174,Point Sturt,5256
41175,Point Turton,5575
41176,Polda,5670
41177,Polish Hill River,5453
41178,Poltalloch,5259
41179,Pompoota,5238
41180,Ponde,5238
41181,Poochera,5655
41182,Pooginagoric,5268
41183,Pooginook,5330
41184,Poonindie,5607
41185,Pooraka,5095
41186,Porky Flat,5222
41187,Port Adelaide,5015
41188,Port Arthur (SA),5552
41189,Port Augusta,5700
41190,Port Augusta West,5700
41191,Port Bonython,5601
41192,Port Broughton,5522
41193,Port Davis,5540
41194,Port Elliot,5212
41195,Port Gawler,5501
41196,Port Germein,5495
41197,Port Gibbon,5602
41198,Port Hughes,5558
41199,Port Julia,5580
41200,Port Kenny,5671
41201,Port Lincoln,5606
41202,Port Macdonnell,5291
41203,Port Mannum,5238
41204,Port Moorowie,5576
41205,Port Neill,5604
41206,Port Noarlunga,5167
41207,Port Noarlunga South,5167
41208,Port Paterson,5700
41209,Port Pirie,5540
41210,Port Pirie South,5540
41211,Port Pirie West,5540
41212,Port Rickaby,5575
41213,Port Victoria,5573
41214,Port Vincent,5581
41215,Port Wakefield,5550
41216,Port Willunga,5173
41217,Porter Lagoon,5416
41218,Price,5570
41219,Proof Range,5550
41220,Prospect (SA),5082
41221,Prospect Hill,5201
41222,Pukatja,872
41223,Puntabie,5680
41224,Punthari,5238
41225,Punyelroo,5353
41226,Pureba,5680
41227,Purnong,5238
41228,Pyap,5333
41229,Pyap West,5333
41230,Pygery,5652
41231,Qualco,5322
41232,Queenstown (SA),5014
41233,Quorn,5433
41234,Racecourse Bay,5291
41235,Ramco,5322
41236,Ramco Heights,5322
41237,Ramsay (SA),5575
41238,Rapid Bay,5204
41239,Red Creek,5255
41240,Redbanks,5502
41241,Redhill,5521
41242,Redwood Park,5097
41243,Reedy Creek (SA),5275
41244,Reeves Plains,5502
41245,Regency Park,5010
41246,Reid (SA),5118
41247,Rendelsham,5280
41248,Renmark,5341
41249,Renmark North,5341
41250,Renmark South,5341
41251,Renmark West,5341
41252,Renown Park,5008
41253,Reynella,5161
41254,Reynella East,5161
41255,Rhynie,5412
41256,Richmond (SA),5033
41257,Ridgehaven,5097
41258,Ridleyton,5008
41259,Risdon Park,5540
41260,Risdon Park South,5540
41261,Riverglades,5253
41262,Riverglen,5253
41263,Riverton (SA),5412
41264,Robe,5276
41265,Robertstown,5381
41266,Rochester (SA),5464
41267,Rockleigh,5254
41268,Rocky Camp,5280
41269,Rocky Gully (SA),5254
41270,Rocky Plain (SA),5381
41271,Rocky Point (SA),5238
41272,Rogues Point,5571
41273,Rose Park,5067
41274,Rosedale (SA),5350
41275,Rosetown,5275
41276,Rosewater,5013
41277,Roseworthy,5371
41278,Rosslyn Park,5072
41279,Rostrevor,5073
41280,Rowland Flat,5352
41281,Roxby Downs,5725
41282,Royal Park,5014
41283,Royston Park,5070
41284,Rudall,5642
41285,SA Remainder,5690
41286,Saddleworth,5413
41287,Saints,5461
41288,Salisbury (SA),5108
41289,Salisbury Downs,5108
41290,Salisbury East,5109
41291,Salisbury Heights,5109
41292,Salisbury North,5108
41293,Salisbury Park,5109
41294,Salisbury Plain,5109
41295,Salisbury South,5106
41296,Salt Creek,5264
41297,Salter Springs,5401
41298,Saltia,5433
41299,Sampson Flat,5114
41300,Sandalwood,5309
41301,Sandergrove,5255
41302,Sanderston,5237
41303,Sandilands (SA),5571
41304,Sandleton,5356
41305,Sandy Creek (SA),5350
41306,Sandy Grove,5275
41307,Sapphiretown,5222
41308,Sceale Bay,5680
41309,Schell Well,5311
41310,Scott Creek,5153
41311,Seacliff,5049
41312,Seacliff Park,5049
41313,Seacombe Gardens,5047
41314,Seacombe Heights,5047
41315,Seaford (SA),5169
41316,Seaford Heights,5169
41317,Seaford Meadows,5169
41318,Seaford Rise,5169
41319,Seal Bay,5223
41320,Seaton (SA),5023
41321,Seaview Downs,5049
41322,Sebastopol (SA),5280
41323,Second Valley,5204
41324,Sedan,5353
41325,Seddon (SA),5223
41326,Sefton Park,5083
41327,Sellicks Beach,5174
41328,Sellicks Hill,5174
41329,Semaphore,5019
41330,Semaphore Park,5019
41331,Semaphore South,5019
41332,Senior,5268
41333,Seppeltsfield,5355
41334,Sevenhill,5453
41335,Shaugh,5267
41336,Shea-Oak Log,5371
41337,Sheaoak Flat,5581
41338,Sheidow Park,5158
41339,Sheringa,5607
41340,Sherlock (SA),5301
41341,Sherwood (SA),5267
41342,Short,5279
41343,Silverton (SA),5204
41344,Skye (SA),5072
41345,Sleaford,5607
41346,Smithfield (SA),5114
41347,Smithfield Plains,5114
41348,Smoky Bay,5680
41349,Snowtown,5520
41350,Solomon,5641
41351,Solomontown,5540
41352,Somerton Park,5044
41353,South Brighton,5048
41354,South Hummocks,5550
41355,South Kilkerran,5573
41356,South Plympton,5038
41357,Southend,5280
41358,Spalding (SA),5454
41359,Spectacle Lake,5345
41360,Spence (SA),5271
41361,Spring Farm (SA),5453
41362,Spring Gully (SA),5453
41363,Springfield (SA),5062
41364,Springton,5235
41365,Square Mile,5291
41366,St Agnes (SA),5097
41367,St Clair (SA),5011
41368,St Georges,5064
41369,St Ives (SA),5252
41370,St Johns,5373
41371,St Kilda (SA),5110
41372,St Kitts,5356
41373,St Marys (SA),5042
41374,St Morris,5068
41375,St Peters (SA),5069
41376,Stanley (SA),5415
41377,Stanley Flat,5453
41378,Stansbury,5582
41379,Steelton,5413
41380,Steinfeld,5356
41381,Stephenston,5433
41382,Stepney,5069
41383,Stewart Range,5271
41384,Stirling (SA),5152
41385,Stirling North,5710
41386,Stockport,5410
41387,Stockwell,5355
41388,Stockyard Creek (SA),5460
41389,Stockyard Plain,5330
41390,Stokes Bay,5223
41391,Stone Hut,5480
41392,Stone Well,5352
41393,Stonyfell,5066
41394,Stow,5461
41395,Strathalbyn (SA),5255
41396,Streaky Bay,5680
41397,Struan,5271
41398,Stuart (SA),5320
41399,Stuarts Creek,5720
41400,Stun'Sail Boom,5223
41401,Sturt (SA),5047
41402,Sturt Vale,5417
41403,Sultana Point,5583
41404,Summertown,5141
41405,Sunlands,5322
41406,Sunnybrae,5422
41407,Sunnydale,5353
41408,Sunnyside (SA),5253
41409,Sunnyvale,5552
41410,Surrey Downs,5126
41411,Sutherlands,5374
41412,Suttontown,5291
41413,Swan Reach (SA),5354
41414,Swanport,5253
41415,Swede Flat,5270
41416,Tailem Bend,5260
41417,Taldra,5311
41418,Talia,5670
41419,Tantanoola,5280
41420,Tanunda,5352
41421,Taperoo,5017
41422,Taplan,5311
41423,Taratap,5275
41424,Tarcoola,5701
41425,Tarcowie,5431
41426,Tarlee,5411
41427,Tarnma,5413
41428,Tarpeena,5277
41429,Tatachilla,5171
41430,Taunton (SA),5235
41431,Taylorville,5330
41432,Tea Tree Gully,5091
41433,Teal Flat,5238
41434,Telowie,5540
41435,Templers,5371
41436,Tennyson (SA),5022
41437,Tepko,5254
41438,Teringie,5072
41439,Terowie,5421
41440,The Gap (SA),5271
41441,The Pines (SA),5577
41442,The Range (SA),5172
41443,Thebarton,5031
41444,Thevenard,5690
41445,Thomas Plain,5554
41446,Thompson Beach,5501
41447,Thorngate,5082
41448,Thornlea,5280
41449,Thrington,5552
41450,Tiatukia,5607
41451,Tickera,5555
41452,Tiddy Widdy Beach,5571
41453,Tieyon,5724
41454,Tilley Swamp,5275
41455,Tintinara,5266
41456,Tolderol,5256
41457,Tonsley,5042
41458,Tooligie,5607
41459,Tooperang,5255
41460,Toora (SA),5253
41461,Toorak Gardens,5065
41462,Tootenilla,5607
41463,Torrens Island,5015
41464,Torrens Park,5062
41465,Torrens Vale,5203
41466,Torrensville,5031
41467,Tothill Belt,5413
41468,Tothill Creek,5413
41469,Totness,5250
41470,Towitta,5353
41471,Tranmere (SA),5073
41472,Trinity Gardens,5068
41473,Trott Park,5158
41474,Truro,5356
41475,Tulka,5607
41476,Tumby Bay,5605
41477,Tungkillo,5236
41478,Tunkalilla,5203
41479,Tusmore,5065
41480,Two Wells,5501
41481,Tyringa,5671
41482,Ucolta,5422
41483,Uley,5607
41484,Uleybury,5114
41485,Ulooloo,5419
41486,Ulyerra,5633
41487,Undalya,5451
41488,Underdale,5032
41489,Ungarra,5607
41490,Unley,5061
41491,Unley Park,5061
41492,Uno,5717
41493,Upper Hermitage,5131
41494,Upper Sturt,5156
41495,Uraidla,5142
41496,Urania,5573
41497,Urrbrae,5064
41498,Uworra,5690
41499,Vale Park,5081
41500,Valley View,5093
41501,Veitch,5311
41502,Venus Bay (SA),5607
41503,Verdun,5245
41504,Verran,5603
41505,Victor Harbor,5211
41506,Vine Vale,5352
41507,Virginia (SA),5120
41508,Vista,5091
41509,Vivonne Bay,5223
41510,Waddikee,5640
41511,Waikerie,5330
41512,Waitpinga,5211
41513,Walker Flat,5238
41514,Walkerville (SA),5081
41515,Walkley Heights,5098
41516,Wall Flat,5254
41517,Wallala,5661
41518,Wallaroo (SA),5556
41519,Wallaroo Mines,5554
41520,Wallaroo Plain,5556
41521,Walloway,5431
41522,Waltowa,5264
41523,Wami Kata,5700
41524,Wanbi,5310
41525,Wandana (SA),5690
41526,Wandearah East,5523
41527,Wandearah West,5523
41528,Wandilo,5291
41529,Wangary,5607
41530,Wangolina,5275
41531,Wanilla,5607
41532,Wappilka,5332
41533,Warburto,5558
41534,Ward Belt,5118
41535,Ward Hill,5522
41536,Warnertown,5540
41537,Warnes,5417
41538,Warooka,5577
41539,Warradale,5046
41540,Warramboo,5650
41541,Washpool (SA),5454
41542,Wasleys,5400
41543,Watarru,872
41544,Watchman,5461
41545,Waterfall Gully,5066
41546,Waterloo (SA),5413
41547,Waterloo Corner,5110
41548,Watervale,5452
41549,Watraba,5690
41550,Wattle Flat (SA),5203
41551,Wattle Park,5066
41552,Wattle Range,5280
41553,Wattle Range East,5279
41554,Wauraltee,5573
41555,Wayville,5034
41556,Webb Beach,5501
41557,Wedge Island (SA),5606
41558,Weeroona Island,5495
41559,Weetulta,5573
41560,Welland,5007
41561,Wellington (SA),5259
41562,Wellington East,5259
41563,Wepar,5278
41564,West Beach (SA),5024
41565,West Bundaleer,5491
41566,West Croydon,5008
41567,West Hindmarsh,5007
41568,West Lakes,5021
41569,West Lakes Shore,5020
41570,West Range,5275
41571,West Richmond,5033
41572,Westall,5680
41573,Westbourne Park,5041
41574,Western Flat,5268
41575,Western River,5223
41576,Wharminda,5603
41577,White Hill,5254
41578,White Hut,5575
41579,White Sands,5253
41580,White Well Corner,5690
41581,Whites Flat,5607
41582,Whites River,5607
41583,Whites Valley,5172
41584,Whitwarta,5461
41585,Whyalla,5600
41586,Whyalla Barson,5601
41587,Whyalla Jenkins,5609
41588,Whyalla Norrie,5608
41589,Whyalla Playford,5600
41590,Whyalla Stuart,5608
41591,Whyte Yarcowie,5420
41592,Wigley Flat,5330
41593,Wilcherry,5641
41594,Wild Dog Valley (SA),5271
41595,Wild Horse Plains,5501
41596,Wilgena,5719
41597,Willalo,5419
41598,Willalooka,5267
41599,Willamulka,5554
41600,Willaston,5118
41601,William Creek,5723
41602,Williamstown (SA),5351
41603,Willippa,5432
41604,Willochra,5433
41605,Willoughby (SA),5222
41606,Willow Creek,5211
41607,Willow Springs,5434
41608,Willowie,5431
41609,Willson River,5222
41610,Willunga,5172
41611,Willunga Hill,5172
41612,Willunga South,5172
41613,Willyaroo,5255
41614,Wilmington,5485
41615,Windsor (SA),5501
41616,Windsor Gardens,5087
41617,Wingfield,5013
41618,Winkie,5343
41619,Winninowie,5700
41620,Winulta,5570
41621,Wirrabara,5481
41622,Wirraminna,5719
41623,Wirrega,5267
41624,Wirrina Cove,5204
41625,Wirrulla,5661
41626,Wisanger,5223
41627,Wistow,5251
41628,Witera,5671
41629,Wokurna,5520
41630,Wolseley,5269
41631,Wombats Rest,5320
41632,Wongulla,5238
41633,Wongyarra,5481
41634,Wonna,5419
41635,Wonuarra,5340
41636,Woodchester,5255
41637,Woodcroft (SA),5162
41638,Woodforde,5072
41639,Woodlane,5254
41640,Woodleigh (SA),5311
41641,Woods Point (SA),5253
41642,Woodside (SA),5244
41643,Woodville (SA),5011
41644,Woodville Gardens,5012
41645,Woodville North,5012
41646,Woodville Park,5011
41647,Woodville South,5011
41648,Woodville West,5011
41649,Wool Bay,5575
41650,Woolpunda,5330
41651,Woolshed Flat (SA),5412
41652,Woolsheds,5400
41653,Woolumbool,5272
41654,Woolundunga,5701
41655,Woomera,5720
41656,Worlds End (SA),5381
41657,Worrolong,5291
41658,Wrattonbully,5271
41659,Wudinna,5652
41660,Wunkar,5311
41661,Wye,5291
41662,Wynarka,5306
41663,Wynn Vale,5127
41664,Wyomi,5275
41665,Yacka,5470
41666,Yadlamalka,5713
41667,Yahl,5291
41668,Yalanda,5641
41669,Yalata,5690
41670,Yallunda Flat,5607
41671,Yalpara,5431
41672,Yamba (SA),5340
41673,Yanerbie,5680
41674,Yaninee,5653
41675,Yankalilla,5203
41676,Yantanabie,5661
41677,Yanyarrie,5432
41678,Yardea,5717
41679,Yarrah,5713
41680,Yatala Vale,5126
41681,Yatina,5422
41682,Yattalunga (SA),5114
41683,Yeelanna,5632
41684,Yellabinna,5690
41685,Yelta (SA),5558
41686,Yinkanie,5332
41687,Yongala,5493
41688,Yorke Valley,5573
41689,Yorketown,5576
41690,Younghusband,5238
41691,Younghusband Holdings,5238
41692,Yumali,5261
41693,Yumbarra,5690
41694,Yundi,5172
41695,Yunta,5440
41696,Zadows Landing,5254
50001,Abba River,6280
50002,Abbey,6280
50003,Acton Park (WA),6280
50004,Adamsvale,6375
50005,Ajana,6532
50006,Albany,6330
50007,Aldersyde,6306
50008,Alexander Heights,6064
50009,Alexandra Bridge,6288
50010,Alfred Cove,6154
50011,Alkimos,6038
50012,Allanooka,6525
50013,Allanson,6225
50014,Alma (WA),6535
50015,Ambania,6632
50016,Ambergate,6280
50017,Amelup,6338
50018,Angelo River,6642
50019,Anketell,6167
50020,Anniebrook,6280
50021,Antonymyre,6714
50022,Applecross,6153
50023,Ardath,6419
50024,Ardross,6153
50025,Argyle (WA),6239
50026,Armadale (WA),6112
50027,Arrino,6519
50028,Arrowsmith,6525
50029,Arrowsmith East,6519
50030,Arthur River (WA),6315
50031,Ascot (WA),6104
50032,Ashby (WA),6065
50033,Ashendon,6111
50034,Ashfield (WA),6054
50035,Attadale,6156
50036,Atwell,6164
50037,Aubin Grove,6164
50038,Augusta,6290
50039,Australind,6233
50040,Aveley,6069
50041,Avon Valley National Park,6084
50042,Baandee,6412
50043,Babakin,6428
50044,Babbage Island,6701
50045,Badgebup,6317
50046,Badgerin Rock,6475
50047,Badgin,6302
50048,Badgingarra,6521
50049,Badjaling,6383
50050,Bailup,6082
50051,Bakers Hill,6562
50052,Balbarrup,6258
50053,Balcatta,6021
50054,Baldivis,6171
50055,Balga,6061
50056,Balingup,6253
50057,Balkuling,6383
50058,Balla Balla,6714
50059,Balladong,6302
50060,Balladonia,6443
50061,Ballajura,6066
50062,Ballaying,6315
50063,Ballidu,6606
50064,Bally Bally,6304
50065,Bambun,6503
50066,Bandy Creek,6450
50067,Bandya,6440
50068,Banjup,6164
50069,Banksia Grove,6031
50070,Banksiadale,6213
50071,Bannister (WA),6390
50072,Barbalin,6479
50073,Barberton,6510
50074,Barrabup,6275
50075,Barragup,6209
50076,Barrow Island,6712
50077,Baskerville,6056
50078,Bassendean (WA),6054
50079,Bateman,6150
50080,Baudin,6284
50081,Baynton (WA),6714
50082,Bayonet Head,6330
50083,Bayswater (WA),6053
50084,Beachlands,6530
50085,Beacon,6472
50086,Beaconsfield (WA),6162
50087,Beadell,6440
50088,Beaufort River,6394
50089,Beaumont (WA),6450
50090,Beckenham,6107
50091,Bedford,6052
50092,Bedfordale,6112
50093,Beechboro,6063
50094,Beechina,6556
50095,Beedelup,6260
50096,Beela,6224
50097,Beelerup,6239
50098,Beeliar,6164
50099,Beenong,6353
50100,Beermullah,6503
50101,Bejoording,6566
50102,Beldon,6027
50103,Belhus,6069
50104,Bellevue (WA),6056
50105,Belmont (WA),6104
50106,Bencubbin,6477
50107,Benger,6223
50108,Benjaberring,6463
50109,Benjinup,6255
50110,Bennett Springs,6063
50111,Bentley (WA),6102
50112,Beresford,6530
50113,Berkshire Valley,6510
50114,Bernier Island,6701
50115,Bertram,6167
50116,Beverley (WA),6304
50117,Bibra Lake,6163
50118,Bickley,6076
50119,Bicton,6157
50120,Biddelia,6260
50121,Big Grove,6330
50122,Bilbarin,6375
50123,Bilingurr,6725
50124,Bimbijy,6472
50125,Bindi Bindi,6574
50126,Bindoon,6502
50127,Bindoon Training Area,6502
50128,Binduli,6430
50129,Binningup,6233
50130,Binnu,6532
50131,Birchmont,6214
50132,Bluff Point,6530
50133,Blythewood,6208
50134,Boallia,6280
50135,Bobalong,6320
50136,Bodallin,6424
50137,Boddington,6390
50138,Boilup,6394
50139,Bokal,6392
50140,Bolgart,6568
50141,Bonnie Rock,6479
50142,Bonniefield,6525
50143,Boodarie,6722
50144,Boodarockin,6423
50145,Bookara,6525
50146,Boonanarring,6503
50147,Boorabbin,6429
50148,Booragoon,6154
50149,Booralaming,6475
50150,Boorara,6431
50151,Boorara Brook,6262
50152,Bootenal,6532
50153,Boothendarra,6521
50154,Boranup,6286
50155,Borden,6338
50156,Borderdale,6320
50157,Bornholm,6330
50158,Boscabel,6394
50159,Boulder,6432
50160,Boundain,6312
50161,Bouvard,6211
50162,Bovell,6280
50163,Bow Bridge,6333
50164,Bowelling,6225
50165,Bowes,6535
50166,Bowgada,6623
50167,Boxwood Hill,6338
50168,Boya,6056
50169,Boyanup,6237
50170,Boyatup,6450
50171,Boyerine,6316
50172,Boyup Brook,6244
50173,Brabham,6055
50174,Bramley,6285
50175,Brazier,6251
50176,Breera,6503
50177,Bremer Bay,6338
50178,Brentwood (WA),6153
50179,Breton Bay,6043
50180,Bridgetown,6255
50181,Brigadoon,6069
50182,Bringo,6532
50183,Broadwater (WA),6280
50184,Broadwood,6430
50185,Brockman,6701
50186,Broke (WA),6398
50187,Brookdale (WA),6112
50188,Brookhampton,6239
50189,Brookton,6306
50190,Broome,6725
50191,Broomehill East,6318
50192,Broomehill Village,6318
50193,Broomehill West,6318
50194,Brown Hill (WA),6431
50195,Brown Range,6701
50196,Bruce Rock,6418
50197,Brunswick (WA),6224
50198,Buckingham (WA),6225
50199,Buckland (WA),6401
50200,Bulgarra,6714
50201,Bull Creek (WA),6149
50202,Bullabulling,6429
50203,Bullaring,6373
50204,Buller,6532
50205,Bullfinch,6484
50206,Bullock Hills,6317
50207,Bullsbrook,6084
50208,Bulong,6431
50209,Bulyee,6306
50210,Bunbury (WA),6230
50211,Bundanoon (WA),6522
50212,Buniche,6353
50213,Bunjil,6620
50214,Buntine,6613
50215,Burakin,6467
50216,Buraminya,6452
50217,Burekup,6227
50218,Burges,6302
50219,Burlong,6401
50220,Burma Road,6532
50221,Burns Beach,6028
50222,Burnside (WA),6285
50223,Burracoppin,6421
50224,Burran Rock,6490
50225,Burrup,6714
50226,Burswood,6100
50227,Bushmead,6055
50228,Busselton,6280
50229,Butler (WA),6036
50230,Byford,6122
50231,Cable Beach,6726
50232,Cadoux,6466
50233,Caiguna,6443
50234,Calingiri,6569
50235,Calista,6167
50236,Caljie,6302
50237,Callcup,6260
50238,Camballin,6728
50239,Cambridge Gulf,6743
50240,Camillo,6111
50241,Cancanning,6315
50242,Cane,6710
50243,Canna,6627
50244,Canning Mills,6111
50245,Canning Vale,6155
50246,Cannington,6107
50247,Cape Arid,6452
50248,Cape Burney,6532
50249,Cape Le Grand,6450
50250,Cape Range National Park,6707
50251,Capel,6271
50252,Capel River,6271
50253,Capricorn,6642
50254,Caraban,6041
50255,Carabooda,6033
50256,Carani,6569
50257,Carbla,6701
50258,Carbunup River,6280
50259,Cardiff (WA),6225
50260,Cardup,6122
50261,Carey Park,6230
50262,Carine,6020
50263,Carlisle,6101
50264,Carlotta,6275
50265,Carmel,6076
50266,Carnamah,6517
50267,Carnarvon,6701
50268,Carrabin,6423
50269,Carramar (WA),6031
50270,Carrolup,6317
50271,Cartmeticup,6316
50272,Cascade (WA),6450
50273,Castletown,6450
50274,Casuarina (WA),6167
50275,Cataby,6507
50276,Catterick,6255
50277,Caversham,6055
50278,Centennial Park (WA),6330
50279,Cervantes,6511
50280,Chadwick,6450
50281,Champion Lakes,6111
50282,Chandler (WA),6490
50283,Changerup,6394
50284,Channybearup,6260
50285,Chapman Hill,6280
50286,Charley Creek,6239
50287,Cherry Tree Pool,6395
50288,Cheynes,6328
50289,Chichester (WA),6751
50290,Chidlow,6556
50291,Chittering,6084
50292,Chowerup,6244
50293,Churchlands,6018
50294,City Beach,6015
50295,Clackline,6564
50296,Claremont (WA),6010
50297,Clarkson,6030
50298,Cleary,6472
50299,Cleaverville,6714
50300,Clifton (WA),6211
50301,Cloverdale,6105
50302,Coblinine,6317
50303,Coburn,6532
50304,Cockburn Central,6164
50305,Cocklebiddy,6443
50306,Codjatotine,6308
50307,Cold Harbour,6302
50308,Collanilling,6315
50309,College Grove,6230
50310,Collie (WA),6225
50311,Collie Burn,6225
50312,Collingwood Heights,6330
50313,Collingwood Park (WA),6330
50314,Collins,6260
50315,Commodine,6311
50316,Como (WA),6152
50317,Condingup,6450
50318,Connolly,6027
50319,Contine,6311
50320,Coodanup,6210
50321,Coogee (WA),6166
50322,Cookernup,6219
50323,Cooladar Hill,6638
50324,Coolbellup,6163
50325,Coolbinia,6050
50326,Coolcalalaya,6532
50327,Coolgardie (WA),6429
50328,Cooljarloo,6507
50329,Cooloongup,6168
50330,Coolup,6214
50331,Coomalbidgup,6450
50332,Coomberdale,6512
50333,Coonabidgee,6503
50334,Coondle,6566
50335,Coorow,6515
50336,Cooya Pooya,6714
50337,Copley (WA),6562
50338,Coral Bay,6701
50339,Corinthia,6426
50340,Corrigin,6375
50341,Cosmo Newbery,6440
50342,Cossack (WA),6720
50343,Cottesloe,6011
50344,Courtenay,6288
50345,Cowalellup,6336
50346,Cowalla,6503
50347,Cowaramup,6284
50348,Cowcowing,6485
50349,Coyrecup,6317
50350,Craigie (WA),6025
50351,Cramphorne,6420
50352,Cranbrook (WA),6321
50353,Crawley,6009
50354,Crooked Brook,6236
50355,Crossman,6390
50356,Crowea,6262
50357,Cuballing,6311
50358,Cubbine,6383
50359,Cue,6640
50360,Culham,6566
50361,Cullacabardee,6067
50362,Cullalla,6503
50363,Cundeelee,6434
50364,Cunderdin,6407
50365,Cundinup,6275
50366,Cunjardine,6401
50367,Currambine,6028
50368,Cuthbert,6330
50369,Daadenning Creek,6410
50370,Daggar Hills,6638
50371,Daglish,6008
50372,Dale,6304
50373,Daliak,6302
50374,Dalkeith,6009
50375,Dalwallinu,6609
50376,Dalyellup,6230
50377,Dalyup,6450
50378,Dampier,6713
50379,Dampier Archipelago,6713
50380,Dampier Peninsula,6725
50381,Dandanning,6479
50382,Dandaragan,6507
50383,Dangin,6383
50384,Darch,6065
50385,Dardadine,6392
50386,Dardanup,6236
50387,Dardanup West,6236
50388,Darkan,6392
50389,Darling Downs,6122
50390,Darlington (WA),6070
50391,Darradup,6275
50392,Dartmoor (WA),6532
50393,Dartnall,6320
50394,Datatine,6317
50395,Davenport (WA),6230
50396,Dawesville,6211
50397,Dayton,6055
50398,De Grey,6722
50399,Deanmill,6258
50400,Deepdale,6532
50401,Deepdene (WA),6290
50402,Denbarker,6324
50403,Denham,6537
50404,Denmark,6333
50405,Derby (WA),6728
50406,Devils Creek,6630
50407,Dewars Pool,6567
50408,Diamond Tree,6258
50409,Dianella,6059
50410,Dindiloa,6532
50411,Dingup,6258
50412,Dinninup,6244
50413,Dirk Hartog Island,6537
50414,Dixvale,6258
50415,Djugun,6725
50416,Dongara,6525
50417,Dongolocking,6315
50418,Donnelly River,6258
50419,Donnybrook (WA),6239
50420,Doodenanning,6383
50421,Doodlakine,6411
50422,Dorre Island,6701
50423,Doubleview,6018
50424,Dowerin,6461
50425,Drome,6330
50426,Drummond Cove,6532
50427,Dryandra,6311
50428,Drysdale River,6740
50429,Dudawa,6519
50430,Dudinin,6363
50431,Dudley Park (WA),6210
50432,Dukin,6475
50433,Dulbelling,6383
50434,Dulyalbin,6425
50435,Dumbarton,6566
50436,Dumberning,6312
50437,Dumbleyung,6350
50438,Duncraig,6023
50439,Dundas (WA),6443
50440,Dunn Rock,6355
50441,Dunsborough,6281
50442,Durack (WA),6743
50443,Duranillin,6393
50444,Durawah,6532
50445,Dwarda,6308
50446,Dwellingup,6213
50447,Eagle Bay,6281
50448,East Augusta,6290
50449,East Ballidu,6606
50450,East Beverley,6304
50451,East Bowes,6535
50452,East Bunbury,6230
50453,East Cannington,6107
50454,East Carnarvon,6701
50455,East Chapman,6532
50456,East Damboring,6608
50457,East Fremantle,6158
50458,East Lyons River,6705
50459,East Munglinup,6450
50460,East Murchison,6640
50461,East Nabawa,6532
50462,East Nannup,6275
50463,East Newdegate,6355
50464,East Perth,6004
50465,East Pingelly,6308
50466,East Popanyinning,6309
50467,East Rockingham,6168
50468,East Victoria Park,6101
50469,East Wickepin,6370
50470,East Yuna,6532
50471,Eastbrook,6260
50472,Eaton (WA),6232
50473,Eden Hill,6054
50474,Edgewater,6027
50475,Eganu,6515
50476,Eglinton (WA),6034
50477,Eighty Mile Beach,6725
50478,Elabbin,6490
50479,Elachbutting,6479
50480,Elgin (WA),6237
50481,Elleker,6330
50482,Ellenbrook,6069
50483,Ellendale (WA),6532
50484,Embleton,6062
50485,Emu Flat (WA),6431
50486,Emu Point,6330
50487,Eneabba,6518
50488,Ennuin,6484
50489,Eradu,6532
50490,Eradu South,6532
50491,Erskine (WA),6210
50492,Esperance,6450
50493,Etmilyn,6213
50494,Eucla,6443
50495,Eurardy,6532
50496,Ewlyamartup,6317
50497,Exmouth,6707
50498,Exmouth Gulf,6707
50499,Fairbridge,6208
50500,Falcon,6210
50501,Ferguson (WA),6236
50502,Ferndale (WA),6148
50503,Feysville,6431
50504,Fimiston,6432
50505,Finucane,6722
50506,Fitzgerald (WA),6337
50507,Fitzgerald River National Park,6346
50508,Fitzroy Crossing,6765
50509,Flint,6302
50510,Floreat,6014
50511,Flynn (WA),6302
50512,Forest Grove (WA),6286
50513,Forest Hill (WA),6324
50514,Forrest (WA),6434
50515,Forrest Beach (WA),6271
50516,Forrestania,6359
50517,Forrestdale,6112
50518,Forrestfield,6058
50519,Fortescue (WA),6716
50520,Frankland River,6396
50521,Fraser Range,6443
50522,Fremantle,6160
50523,Furnissdale,6209
50524,Gabalong,6574
50525,Gabbadah,6041
50526,Gabbin,6476
50527,Gairdner,6337
50528,Gap Ridge,6714
50529,Garden Island (WA),6168
50530,Gascoyne Junction,6705
50531,Gascoyne River,6705
50532,Geegully Creek,6728
50533,Gelorup,6230
50534,Geographe,6280
50535,Georgina (WA),6532
50536,Geraldton,6530
50537,Ghooli,6426
50538,Gibb,6743
50539,Gibson,6448
50540,Gibson Desert North,872
50541,Gibson Desert South,872
50542,Gidgegannup,6083
50543,Gilgering,6302
50544,Gillimanning,6370
50545,Gillingarra,6510
50546,Gilroyd,6701
50547,Gingerah,6725
50548,Gingin,6503
50549,Ginginup,6503
50550,Girrawheen,6064
50551,Gledhow,6330
50552,Glen Forrest,6071
50553,Glen Iris (WA),6230
50554,Glen Mervyn,6239
50555,Glencoe (WA),6316
50556,Glendalough,6016
50557,Glenfield (WA),6532
50558,Glenlynn,6256
50559,Glenoran,6258
50560,Glentromie,6509
50561,Gnangara,6077
50562,Gnarabup,6285
50563,Gnoorea,6714
50564,Gnowangerup,6335
50565,Gnowellen,6328
50566,Golden Bay,6174
50567,Goode Beach,6330
50568,Goodlands,6468
50569,Goomalling,6460
50570,Goomarin,6415
50571,Gooseberry Hill,6076
50572,Gorge Rock,6375
