SAL,SAL 2021 Name,POA 2021 Code
13699,Suffolk Park,2481
13700,Sugarloaf (NSW),2420
13701,Summer Hill (Dungog - NSW),2421
13702,Summer Hill (Inner West - NSW),2130
13703,Summer Hill Creek,2800
13704,Summer Island,2440
13705,Summerland Point,2259
13706,Sun Valley (NSW),2777
13707,Sunny Corner,2795
13708,Sunset Strip (NSW),2879
13709,Sunshine (NSW),2264
13710,Sunshine Bay,2536
13711,Suntop,2820
13712,Surf Beach (NSW),2536
13713,Surfside,2536
13714,Surry Hills,2010
13715,Sussex Inlet,2540
13716,Sutherland (NSW),2232
13717,Sutton (NSW),2620
13718,Sutton Forest,2577
13719,Swan Bay (Port Stephens - NSW),2324
13720,Swan Bay (Richmond Valley - NSW),2471
13721,Swan Creek (NSW),2462
13722,Swan Vale,2370
13723,Swanbrook,2360
13724,Swanhaven,2540
13725,Swans Crossing,2439
13726,Swansea (NSW),2281
13727,Swansea Heads,2281
13728,Sweetmans Creek,2325
13729,Sydenham (NSW),2044
13730,Sydney,2000
13731,Sydney Olympic Park,2127
13732,Sylvania,2224
13733,Sylvania Waters,2224
13734,Tabbil Creek,2420
13735,Tabbimoble,2472
13736,Tabbita,2652
13737,Table Top,2640
13738,Tabulam,2469
13739,Tacoma,2259
13740,Tacoma South,2259
13741,Tahlee,2324
13742,Tahmoor,2573
13743,Talarm,2447
13744,Talawanta,2839
13745,Talbingo,2720
13746,Tallawang,2852
13747,Tallawong,2762
13748,Tallimba,2669
13749,Tallong,2579
13750,Tallowal,2540
13751,Tallowwood Ridge,2453
13752,Tallwood,2798
13753,Tallwoods Village,2430
13754,Talmalmo,2640
13755,Talofa,2481
13756,Taloumbi,2463
13757,Tamarama,2026
13758,Tamban,2441
13759,Tambar Springs,2381
13760,Tambaroora,2850
13761,Taminda,2340
13762,Tamworth,2340
13763,Tanglewood,2488
13764,Tanilba Bay,2319
13765,Tanja,2550
13766,Tannas Mount,2795
13767,Tantangara,2629
13768,Tantawangalo,2550
13769,Tantonan,2731
13770,Tapitallee,2540
13771,Tara (NSW),2665
13772,Taradale (NSW),2653
13773,Tarago,2580
13774,Taralga,2580
13775,Tarana,2787
13776,Tarban,2372
13777,Tarbuck Bay,2428
13778,Tarcutta,2652
13779,Taree,2430
13780,Taree South,2430
13781,Taren Point,2229
13782,Tarlo,2580
13783,Tarraganda,2550
13784,Tarrawanna,2518
13785,Tarriaro,2390
13786,Tarro,2322
13787,Tascott,2250
13788,Tatham,2471
13789,Tathra,2550
13790,Tatton,2650
13791,Taylors Arm,2447
13792,Taylors Beach (NSW),2316
13793,Taylors Flat,2586
13794,Tea Gardens,2324
13795,Telarah,2320
13796,Telegraph Point,2441
13797,Telopea,2117
13798,Temagog,2440
13799,Temora,2666
13800,Tempe,2044
13801,Ten Mile Hollow,2250
13802,Tenambit,2323
13803,Tenandra,2824
13804,Tennyson (NSW),2754
13805,Tennyson Point,2111
13806,Tenterden (NSW),2365
13807,Tenterfield,2372
13808,Teralba,2284
13809,Terania Creek,2480
13810,Terara,2540
13811,Teridgerie,2829
13812,Termeil,2539
13813,Terrabella,2818
13814,Terrace Creek,2474
13815,Terragon,2484
13816,Terramungamine,2830
13817,Terranora,2486
13818,Terreel,2422
13819,Terrey Hills,2084
13820,Terrigal,2260
13821,Terry Hie Hie,2400
13822,Teven,2478
13823,Tewinga,2449
13824,Texas (NSW),4385
13825,Thalgarrah,2350
13826,Tharbogang,2680
13827,The Angle,2620
13828,The Basin (NSW),2365
13829,The Bight,2429
13830,The Branch,2425
13831,The Brothers,2630
13832,The Channon,2480
13833,The Devils Wilderness,2758
13834,The Entrance,2261
13835,The Entrance North,2261
13836,The Freshwater,2469
13837,The Gap (Richmond Valley - NSW),2472
13838,The Gap (Wagga Wagga - NSW),2650
13839,The Glen (NSW),2476
13840,The Gulf,2365
13841,The Hatch,2444
13842,The Hill,2300
13843,The Junction,2291
13844,The Lagoon,2795
13845,The Marra,2831
13846,The Meadows,2787
13847,The Oaks,2570
13848,The Pilliga,2388
13849,The Pinnacles,2460
13850,The Pocket,2483
13851,The Ponds,2769
13852,The Ridgeway,2620
13853,The Risk,2474
13854,The Rock,2655
13855,The Rocks (Bathurst Regional - NSW),2795
13856,The Rocks (Sydney - NSW),2000
13857,The Sandon,2463
13858,The Slopes,2754
13859,The Whiteman,2460
13860,Theresa Creek (NSW),2469
13861,Theresa Park,2570
13862,Thirldene,2347
13863,Thirlmere,2572
13864,Thirroul,2515
13865,Thora,2454
13866,Thornleigh,2120
13867,Thornton (NSW),2322
13868,Thredbo,2627
13869,Thrumster,2444
13870,Thuddungra,2594
13871,Thule,2732
13872,Thumb Creek,2447
13873,Thurgoona,2640
13874,Thyra,2731
13875,Tianjara,2622
13876,Tibbuc,2422
13877,Tibooburra,2880
13878,Tichborne,2870
13879,Tichular,2850
13880,Tighes Hill,2297
13881,Tilba Tilba,2546
13882,Tilbuster,2350
13883,Tilligerry Creek,2319
13884,Tilpa,2840
13885,Timbarra (NSW),2372
13886,Timbillica,2551
13887,Timbumburi,2340
13888,Timor (NSW),2338
13889,Tindarey,2835
13890,Tinderry,2620
13891,Tingha,2369
13892,Tingira Heights,2290
13893,Tinonee,2430
13894,Tinpot,2546
13895,Tintenbar,2478
13896,Tintinhull,2352
13897,Tiona,2428
13898,Tipperary (NSW),2429
13899,Tiri,2424
13900,Tirrannaville,2580
13901,Titaatee Creek,2422
13902,Tocal,2421
13903,Tocumwal,2714
13904,Tolbar,2629
13905,Tolland,2650
13906,Tolwong,2622
13907,Tomago,2322
13908,Tomakin,2537
13909,Tomalla,2337
13910,Tombong,2633
13911,Tomboye,2622
13912,Tomerong,2540
13913,Tomewin,2484
13914,Tomingley,2869
13915,Tomki,2470
13916,Toms Creek,2446
13917,Tonderburine,2817
13918,Tongarra,2527
13919,Toogong,2864
13920,Tooleybuc,2736
13921,Toolijooa,2534
13922,Tooloom,2475
13923,Tooloon,2829
13924,Tooma,2642
13925,Toongabbie (NSW),2146
13926,Toongi,2830
13927,Toonumbar,2474
13928,Tooranie,2734
13929,Tooraweenah,2817
13930,Toormina,2452
13931,Toorooka,2440
13932,Toothdale,2550
13933,Tootool,2655
13934,Toowoon Bay,2261
13935,Topi Topi,2423
13936,Toronto,2283
13937,Torrington (NSW),2371
13938,Torryburn (Dungog - NSW),2421
13939,Torryburn (Uralla - NSW),2358
13940,Totnes Valley,2850
13941,Tottenham (NSW),2873
13942,Touga,2622
13943,Toukley,2263
13944,Towallum,2460
13945,Towamba,2550
13946,Townsend,2463
13947,Towradgi,2518
13948,Towrang,2580
13949,Tralee,2620
13950,Trangie,2823
13951,Tregeagle,2480
13952,Tregear,2770
13953,Trenayr,2460
13954,Trentham Cliffs,2738
13955,Trewilga,2869
13956,Triamble,2850
13957,Triangle Flat,2795
13958,Trundle,2875
13959,Trungley Hall,2666
13960,Trunkey Creek,2795
13961,Tubbamurra,2365
13962,Tubbul,2594
13963,Tucabia,2462
13964,Tucki Tucki,2480
13965,Tuckombil,2477
13966,Tuckurimba,2480
13967,Tuena,2583
13968,Tuggerah,2259
13969,Tuggerawong,2259
13970,Tugrabakh,2422
13971,Tullakool,2732
13972,Tullamore,2874
13973,Tullarwalla,2540
13974,Tullera,2480
13975,Tullibigeal,2669
13976,Tullimbar,2527
13977,Tulloona,2400
13978,Tullymorgan,2463
13979,Tumbarumba,2653
13980,Tumbi Umbi,2261
13981,Tumblong,2729
13982,Tumbulgum,2490
13983,Tumorrama,2720
13984,Tumut,2720
13985,Tumut Plains,2720
13986,Tuncester,2480
13987,Tuncurry,2428
13988,Tunglebung,2469
13989,Tuntable Creek,2480
13990,Tuppal,2714
13991,Tura Beach,2548
13992,Turill,2850
13993,Turlinjah,2537
13994,Turners Flat,2440
13995,Turondale,2795
13996,Tuross,2630
13997,Tuross Head,2537
13998,Turramurra,2074
13999,Turrawan,2390
14000,Turrella,2205
14001,Turvey Park,2650
14002,Tweed Heads,2485
14003,Tweed Heads South,2486
14004,Tweed Heads West,2485
14005,Twelve Mile,2850
14006,Twelve Mile Creek,2324
14007,Twelve Mile Peg,2540
14008,Twenty Forests,2795
14009,Twin Rivers,2410
14010,Two Mile Flat,2852
14011,Tyagarah,2481
14012,Tyalgum,2484
14013,Tyalgum Creek,2484
14014,Tygalgah,2484
14015,Tyndale,2460
14016,Tyringham,2453
14017,Uarbry,2329
14018,Uki,2484
14019,Ulamambri,2357
14020,Ulan,2850
14021,Ulladulla,2539
14022,Ulmarra,2462
14023,Ulong,2450
14024,Ultimo,2007
14025,Umina Beach,2257
14026,Unanderra,2526
14027,Underbank,2420
14028,Undercliffe,4380
14029,Ungarie,2669
14030,Unumgar,2474
14031,Upper Allyn,2311
14032,Upper Bingara,2404
14033,Upper Burringbar,2483
14034,Upper Bylong,2849
14035,Upper Colo,2756
14036,Upper Coopers Creek,2482
14037,Upper Copmanhurst,2460
14038,Upper Corindi,2456
14039,Upper Crystal Creek,2484
14040,Upper Dartbrook,2336
14041,Upper Duck Creek,2469
14042,Upper Duroby,2486
14043,Upper Eden Creek,2474
14044,Upper Fine Flower,2460
14045,Upper Growee,2849
14046,Upper Horseshoe Creek,2474
14047,Upper Horton,2347
14048,Upper Kangaroo River,2577
14049,Upper Kangaroo Valley,2577
14050,Upper Karuah River,2415
14051,Upper Lansdowne,2430
14052,Upper Macdonald,2775
14053,Upper Main Arm,2482
14054,Upper Mangrove,2250
14055,Upper Manilla,2346
14056,Upper Mongogarie,2470
14057,Upper Myall,2423
14058,Upper Nile,2849
14059,Upper Orara,2450
14060,Upper Pappinbarra,2446
14061,Upper Rollands Plains,2441
14062,Upper Rouchel,2336
14063,Upper Taylors Arm,2447
14064,Upper Tooloom,2475
14065,Upper Turon,2795
14066,Upper Wilsons Creek,2482
14067,Upsalls Creek,2439
14068,Uralba,2477
14069,Uralla (NSW),2358
14070,Urana,2645
14071,Urangeline,2656
14072,Urangeline East,2656
14073,Uranquinty,2652
14074,Urawilkie,2829
14075,Urbenville,2475
14076,Uriarra,2611
14077,Urila,2620
14078,Urliup,2484
14079,Urunga,2455
14080,Utungun,2447
14081,Vacy,2421
14082,Vale Of Clwydd,2790
14083,Valentine,2280
14084,Valery,2454
14085,Valla,2448
14086,Valla Beach,2448
14087,Valley Heights,2777
14088,Varroville,2566
14089,Vaucluse,2030
14090,Verges Creek,2440
14091,Verona,2550
14092,Villawood,2163
14093,Vincentia,2540
14094,Vineyard,2765
14095,Violet Hill,2423
14096,Vittoria (NSW),2799
14097,Voyager Point,2172
14098,Wadalba,2259
14099,Wadbilliga,2546
14100,Wadeville,2474
14101,Wagga Wagga,2650
14102,Wagstaffe,2257
14103,Wahroonga,2076
14104,Waitara,2077
14105,Waitui,2443
14106,Wakefield,2278
14107,Wakeley,2176
14108,Wakool,2710
14109,Walang,2795
14110,Walbundrie,2642
14111,Walcha,2354
14112,Walcha Road,2354
14113,Waldegrave,2800
14114,Walgett,2832
14115,Walla Walla,2659
14116,Wallabadah,2343
14117,Wallabi Point,2430
14118,Wallacetown,2650
14119,Wallacia,2745
14120,Wallaga Lake,2546
14121,Wallagoot,2550
14122,Wallalong,2320
14123,Wallamore,2340
14124,Wallanbah,2422
14125,Wallangra,2360
14126,Wallanthery,2675
14127,Wallarah,2259
14128,Wallaringa,2420
14129,Wallarobba,2420
14130,Wallaroo (NSW),2618
14131,Wallendbeen,2588
14132,Wallerawang,2845
14133,Walleroobie,2665
14134,Wallingat,2428
14135,Wallis Lake,2428
14136,Wallsend,2287
14137,Walmer (NSW),2820
14138,Wamban,2537
14139,Wambangalang,2830
14140,Wamberal,2260
14141,Wamboin,2620
14142,Wambool,2795
14143,Wambrook,2630
14144,Wanaaring,2840
14145,Wandandian,2540
14146,Wandella (NSW),2550
14147,Wandera,2360
14148,Wandook,2710
14149,Wandsworth,2365
14150,Wang Wauk,2423
14151,Wanganella,2710
14152,Wanganui,2482
14153,Wangi Wangi,2267
14154,Wantabadgery,2650
14155,Wantagong,2644
14156,Wantiool,2663
14157,Wapengo,2550
14158,Warabrook,2304
14159,Waratah (NSW),2298
14160,Waratah West,2298
14161,Warburn,2680
14162,Wardell,2477
14163,Wardrop Valley,2484
14164,Wards Mistake,2350
14165,Wards River,2422
14166,Wareemba,2046
14167,Warialda,2402
14168,Warialda Rail,2402
14169,Warilla,2528
14170,Warkworth,2330
14171,Warners Bay,2282
14172,Warnervale,2259
14173,Warrabah,2346
14174,Warraderry,2810
14175,Warragai Creek,2460
14176,Warragamba,2752
14177,Warragoon,2710
14178,Warrah,2339
14179,Warrah Creek,2339
14180,Warrah Ridge,2343
14181,Warral,2340
14182,Warranulla,2423
14183,Warrawee,2074
14184,Warrawidgee,2680
14185,Warrawong,2502
14186,Warrazambil Creek,2474
14187,Warregah Island,2469
14188,Warrell Creek,2447
14189,Warren,2824
14190,Warri,2622
14191,Warriewood,2102
14192,Warrimoo,2774
14193,Warroo (NSW),2871
14194,Warrumbungle,2828
14195,Warwick Farm,2170
14196,Washpool (Clarence Valley - NSW),2460
14197,Washpool (Mid-Coast - NSW),2425
14198,Watagan,2325
14199,Watanobbi,2259
14200,Waterfall,2233
14201,Waterloo (NSW),2017
14202,Watersleigh,2540
14203,Waterview,2460
14204,Waterview Heights,2460
14205,Watsons Bay,2030
14206,Watsons Creek (NSW),2355
14207,Wattamolla,2535
14208,Wattamondara,2794
14209,Wattle Flat (NSW),2795
14210,Wattle Grove (NSW),2173
14211,Wattle Ponds,2330
14212,Wattle Ridge (NSW),2575
14213,Watton,2795
14214,Wauchope,2446
14215,Waugorah,2711
14216,Waukivory,2422
14217,Waverley (NSW),2024
14218,Waverly,2337
14219,Waverton,2060
14220,Way Way,2447
14221,Wayo,2580
14222,Weabonga,2340
14223,Wean,2382
14224,Webbers Creek,2421
14225,Webbs Creek,2775
14226,Wedderburn (NSW),2560
14227,Wee Jasper,2582
14228,Wee Waa,2388
14229,Weedallion,2594
14230,Weemelah,2406
14231,Weetaliba,2395
14232,Weethalle,2669
14233,Weilmoringle,2839
14234,Weismantels,2415
14235,Welaregang,2642
14236,Welby,2575
14237,Wellingrove,2370
14238,Wellington (NSW),2820
14239,Wellington Vale,2371
14240,Wells Crossing,2460
14241,Wendoree Park,2250
14242,Wentworth (NSW),2648
14243,Wentworth Falls,2782
14244,Wentworth Point,2127
14245,Wentworthville,2145
14246,Werai,2577
14247,Wereboldera,2720
14248,Wermatong,2720
14249,Werombi,2570
14250,Werri Beach,2534
14251,Werrikimbe,2446
14252,Werrington,2747
14253,Werrington County,2747
14254,Werrington Downs,2747
14255,Werris Creek,2341
14256,West Albury,2640
14257,West Ballina,2478
14258,West Bathurst,2795
14259,West Bungawalbin,2471
14260,West Coraki,2471
14261,West Gosford,2250
14262,West Haven,2443
14263,West Hoxton,2171
14264,West Kempsey,2440
14265,West Nowra,2541
14266,West Pennant Hills,2125
14267,West Pymble,2073
14268,West Ryde,2114
14269,West Tamworth,2340
14270,West Wallsend,2286
14271,West Wiangaree,2474
14272,West Wollongong,2500
14273,West Wyalong,2671
14274,Westbrook (NSW),2330
14275,Westdale (Snowy Valleys - NSW),2653
14276,Westdale (Tamworth Regional - NSW),2340
14277,Westleigh,2120
14278,Westmead,2145
14279,Weston (NSW),2326
14280,Westwood (NSW),2729
14281,Wetherill Park,2164
14282,Wetuppa,2734
14283,Whalan,2770
14284,Whale Beach,2107
14285,Wheeler Heights,2097
14286,Wheeny Creek,2758
14287,Wheeo,2583
14288,Wherrol Flat,2429
14289,Whian Whian,2480
14290,Whiporie,2469
14291,White Cliffs,2836
14292,White Rock (NSW),2795
14293,Whitebridge,2290
14294,Whiteman Creek,2460
14295,Whitlow,2404
14296,Whittingham,2330
14297,Whitton,2705
14298,Whoota,2428
14299,Wiagdon,2795
14300,Wiangaree,2474
14301,Wiarborough,2580
14302,Wickham (NSW),2293
14303,Widden,2328
14304,Widgelli,2680
14305,Wilberforce (NSW),2756
14306,Wilbetree,2850
14307,Wilcannia,2836
14308,Wild Cattle Creek,2453
14309,Wildes Meadow,2577
14310,Wiley Park,2195
14311,Willala,2382
14312,Willawarrin,2440
14313,Willbriggie,2680
14314,Willi Willi,2440
14315,Williamsdale,2620
14316,Williamtown,2318
14317,Willigobung,2653
14318,Willina,2423
14319,Willmot,2770
14320,Willoughby (NSW),2068
14321,Willoughby East,2068
14322,Willow Tree,2339
14323,Willow Vale (Kiama - NSW),2534
14324,Willow Vale (Wingecarribee - NSW),2575
14325,Willsons Downfall,2372
14326,Willurah,2710
14327,Wilpinjong,2850
14328,Wilsons Creek,2482
14329,Wilton (NSW),2571
14330,Wimbledon,2795
14331,Wimborne,2346
14332,Winburndale,2795
14333,Windale,2306
14334,Windang,2528
14335,Windella,2320
14336,Windellama,2580
14337,Windera (NSW),2800
14338,Windermere (NSW),2321
14339,Windermere Park,2264
14340,Windeyer (NSW),2850
14341,Windowie,2720
14342,Windradyne,2795
14343,Windsor (NSW),2756
14344,Windsor Downs,2756
14345,Windy,2343
14346,Winegrove,2460
14347,Wingadee,2829
14348,Wingello,2579
14349,Wingen,2337
14350,Wingham,2429
14351,Winifred,2631
14352,Winmalee,2777
14353,Winston Hills,2153
14354,Winton (NSW),2344
14355,Wirlinga,2640
14356,Wirraba,2849
14357,Wirragulla,2420
14358,Wirrimah,2803
14359,Wirrimbi,2447
14360,Wirrinya,2871
14361,Wisemans Creek,2795
14362,Wisemans Ferry,2775
14363,Wittitrin,2440
14364,Wog Wog (Bega Valley - NSW),2550
14365,Wog Wog (Queanbeyan-Palerang Regional - NSW),2622
14366,Woko,2422
14367,Wolgan Valley,2790
14368,Wollangambe,2790
14369,Wollar,2850
14370,Wollemi,2330
14371,Wolli Creek,2205
14372,Wollogorang,2581
14373,Wollombi,2325
14374,Wollomombi,2350
14375,Wollongbar,2477
14376,Wollongong,2500
14377,Wollstonecraft,2065
14378,Wollumboola,2540
14379,Wollun,2354
14380,Wolumla,2550
14381,Wombarra,2515
14382,Wombat,2587
14383,Wombat Creek (NSW),2460
14384,Wombeyan Caves,2580
14385,Womboota,2731
14386,Womerah,2756
14387,Wonboyn,2551
14388,Wonboyn North,2551
14389,Wondabyne,2256
14390,Wondalga,2729
14391,Wongarbon,2831
14392,Wongawilli,2530
14393,Wongo Creek,2346
14394,Wongwibinda,2350
14395,Woodberry,2322
14396,Woodbine (NSW),2560
14397,Woodburn (Richmond Valley - NSW),2472
14398,Woodburn (Shoalhaven - NSW),2538
14399,Woodcroft (NSW),2767
14400,Woodenbong,2476
14401,Woodford (NSW),2778
14402,Woodford Island,2463
14403,Woodhill (NSW),2535
14404,Woodhouselee,2580
14405,Woodlands (Eurobodalla - NSW),2536
14406,Woodlands (Wingecarribee - NSW),2575
14407,Woodlawn,2480
14408,Woodpark,2164
14409,Woodrising,2284
14410,Woodside (NSW),2372
14411,Woodsreef,2347
14412,Woodstock (Cowra - NSW),2793
14413,Woodstock (Inverell - NSW),2360
14414,Woodstock (Shoalhaven - NSW),2538
14415,Woodview,2470
14416,Woodville (NSW),2321
14417,Woody Head,2466
14418,Woolbrook,2354
14419,Woolgarlo,2582
14420,Woolgoolga,2456
14421,Wooli,2462
14422,Woollahra,2025
14423,Woollamia,2540
14424,Woolloomooloo,2011
14425,Woolners Arm,2470
14426,Woolomin,2340
14427,Woolooma,2337
14428,Woolooware,2230
14429,Wooloweyah,2464
14430,Woolwich,2110
14431,Woomargama,2644
14432,Woombah,2469
14433,Woongarrah,2259
14434,Woonona,2517
14435,Wootton,2423
14436,Wooyung,2483
14437,Worlds End (NSW),2850
14438,Woronora,2232
14439,Woronora Dam,2508
14440,Woronora Heights,2233
14441,Worrigee,2540
14442,Worrowing Heights,2540
14443,Woy Woy,2256
14444,Woy Woy Bay,2256
14445,Wrathall,2642
14446,Wrights Beach,2540
14447,Wrights Creek (NSW),2775
14448,Wuuluman,2820
14449,Wyalong,2671
14450,Wyan,2469
14451,Wyanbene,2622
14452,Wyangala,2808
14453,Wyangle,2720
14454,Wybong,2333
14455,Wybung,2259
14456,Wyee,2259
14457,Wyee Point,2259
14458,Wylie Creek,2372
14459,Wylies Flat,2330
14460,Wymah,2640
14461,Wyndham (NSW),2550
14462,Wyneden,2474
14463,Wyoming,2250
14464,Wyong,2259
14465,Wyong Creek,2259
14466,Wyongah,2259
14467,Wyrallah,2480
14468,Yabbra,2469
14469,Yadboro,2539
14470,Yagon,2423
14471,Yagoona,2199
14472,Yalbraith,2580
14473,Yallah,2530
14474,Yallaroi,2408
14475,Yalwal,2540
14476,Yamba (NSW),2464
14477,Yambulla,2550
14478,Yanco,2703
14479,Yanderra,2574
14480,Yanga,2711
14481,Yankees Creek,2550
14482,Yannergee,2343
14483,Yantabulla,2840
14484,Yaouk,2629
14485,Yarara,2644
14486,Yarra,2580
14487,Yarrabandai,2875
14488,Yarrabin,2850
14489,Yarragal,2820
14490,Yarragrin,2842
14491,Yarragundry,2650
14492,Yarrahapinni,2441
14493,Yarramalong,2259
14494,Yarraman (NSW),2343
14495,Yarramundi,2753
14496,Yarranbella,2447
14497,Yarrangobilly,2720
14498,Yarras (Bathurst Regional - NSW),2795
14499,Yarras (Port Macquarie-Hastings - NSW),2446
14500,Yarratt Forest,2429
14501,Yarravel,2440
14502,Yarrawa,2328
14503,Yarrawarrah,2233
14504,Yarrawonga (NSW),2850
14505,Yarrawonga Park,2264
14506,Yarrie Lake,2388
14507,Yarrow,2620
14508,Yarrowford,2370
14509,Yarrowitch,2354
14510,Yarrowyck,2358
14511,Yass,2582
14512,Yass River,2582
14513,Yathella,2650
14514,Yattalunga (NSW),2251
14515,Yatte Yattah,2539
14516,Yaven Creek,2729
14517,Yelgun,2483
14518,Yellow Dam,2371
14519,Yellow Pinch,2548
14520,Yellow Rock (Blue Mountains - NSW),2777
14521,Yellow Rock (Shellharbour - NSW),2527
14522,Yenda (NSW),2681
14523,Yengo National Park,2325
14524,Yennora,2161
14525,Yeoval,2868
14526,Yerong Creek,2642
14527,Yerranderie,2787
14528,Yerrinbool,2575
14529,Yerriyong,2540
14530,Yessabah,2440
14531,Yetholme,2795
14532,Yetman,2410
14533,Yippin Creek,2446
14534,Yoogali,2680
14535,Yorklea,2470
14536,Young,2594
14537,Yowie Bay,2228
14538,Yowrie,2550
14539,Yullundry,2867
14540,Yuraygir,2464
14541,Zara,2484
14542,Zetland,2017
20001,Abbeyard,3737
20002,Abbotsford (Vic.),3067
20003,Aberfeldie,3040
20004,Aberfeldy,3825
20005,Acheron,3714
20006,Ada,3833
20007,Adams Estate,3984
20008,Addington,3352
20009,Adelaide Lead,3465
20010,Agnes,3962
20011,Aintree,3336
20012,Aire Valley,3237
20013,Aireys Inlet,3231
20014,Airly,3851
20015,Airport West,3042
20016,Albacutya,3424
20017,Albanvale,3021
20018,Albert Park (Vic.),3206
20019,Alberton (Vic.),3971
20020,Alberton West,3971
20021,Albion (Vic.),3020
20022,Alexandra (Vic.),3714
20023,Alfredton,3350
20024,Allambee,3823
20025,Allambee Reserve,3871
20026,Allambee South,3871
20027,Allans Flat,3691
20028,Allansford,3277
20029,Allendale,3364
20030,Allestree,3305
20031,Alma (Vic.),3465
20032,Almonds,3727
20033,Almurta,3979
20034,Alphington,3078
20035,Altona (Vic.),3018
20036,Altona Meadows,3028
20037,Altona North,3025
20038,Alvie,3249
20039,Amherst,3371
20040,Amor,3825
20041,Amphitheatre,3468
20042,Anakie,3213
20043,Ancona,3715
20044,Anderson,3995
20045,Anglers Rest,3898
20046,Anglesea,3230
20047,Annuello,3549
20048,Antwerp,3414
20049,Apollo Bay (Vic.),3233
20050,Appin (Vic.),3579
20051,Appin South,3579
20052,Apsley (Vic.),3319
20053,Ararat,3377
20054,Arawata,3951
20055,Arbuckle,3858
20056,Arcadia (Vic.),3631
20057,Arcadia South,3631
20058,Archdale,3475
20059,Archdale Junction,3475
20060,Archerton,3723
20061,Archies Creek,3995
20062,Ardeer,3022
20063,Ardmona,3629
20064,Areegra,3480
20065,Argyle (Vic.),3523
20066,Armadale (Vic.),3143
20067,Armstrong,3377
20068,Armstrong Creek (Vic.),3217
20069,Arnold (Vic.),3551
20070,Arnold West,3551
20071,Arthurs Creek,3099
20072,Arthurs Seat,3936
20073,Ascot (Ballarat - Vic.),3364
20074,Ascot (Greater Bendigo - Vic.),3551
20075,Ascot Vale,3032
20076,Ashbourne (Vic.),3442
20077,Ashburton,3147
20078,Ashwood,3147
20079,Aspendale,3195
20080,Aspendale Gardens,3195
20081,Athlone,3818
20082,Attwood,3049
20083,Aubrey,3393
20084,Auchmore,3570
20085,Avalon,3212
20086,Avenel,3664
20087,Avoca (Vic.),3467
20088,Avon Plains,3477
20089,Avondale Heights,3034
20090,Avonmore,3559
20091,Avonsleigh,3782
20092,Axe Creek,3551
20093,Axedale,3551
20094,Ayrford,3268
20095,Bacchus Marsh,3340
20096,Baddaginnie,3670
20097,Badger Creek,3777
20098,Bael Bael,3579
20099,Bagshot,3551
20100,Bagshot North,3551
20101,Bahgallah,3312
20102,Bailieston,3608
20103,Bairnsdale,3875
20104,Bakery Hill,3350
20105,Balaclava (Vic.),3183
20106,Bald Hills (Vic.),3364
20107,Balintore,3249
20108,Ballan,3342
20109,Ballangeich,3279
20110,Ballapur,3483
20111,Ballarat Central,3350
20112,Ballarat East,3350
20113,Ballarat North,3350
20114,Ballendella,3561
20115,Balliang,3340
20116,Balliang East,3340
20117,Ballyrogan,3375
20118,Balmattum,3666
20119,Balmoral (Vic.),3407
20120,Balnarring,3926
20121,Balnarring Beach,3926
20122,Balook,3971
20123,Balwyn,3103
20124,Balwyn North,3104
20125,Bamawm,3561
20126,Bamawm Extension,3564
20127,Bambra,3241
20128,Bamganie,3333
20129,Bandiana,3691
20130,Bangerang,3393
20131,Bangholme,3175
20132,Bannerton,3549
20133,Bannockburn (Vic.),3331
20134,Banyan,3485
20135,Banyena,3388
20136,Baranduda,3691
20137,Barfold,3444
20138,Baringhup,3463
20139,Baringhup West,3463
20140,Barjarg,3723
20141,Barkers Creek,3451
20142,Barkly (Vic.),3384
20143,Barkstead,3364
20144,Barmah,3639
20145,Barnadown,3557
20146,Barnawartha,3688
20147,Barnawartha North,3691
20148,Baromi,3871
20149,Barongarook,3249
20150,Barongarook West,3249
20151,Barrabool,3221
20152,Barrakee,3525
20153,Barramunga,3249
20154,Barraport,3537
20155,Barraport West,3537
20156,Barrys Reef,3458
20157,Barunah Park,3329
20158,Barunah Plains,3329
20159,Barwidgee,3737
20160,Barwite,3722
20161,Barwon Downs,3243
20162,Barwon Heads,3227
20163,Basalt (Vic.),3460
20164,Bass,3991
20165,Batesford,3213
20166,Bathumi,3730
20167,Baw Baw (Vic.),3833
20168,Baw Baw Village,3833
20169,Baxter,3911
20170,Bayindeen,3375
20171,Bayles,3981
20172,Baynton (Vic.),3444
20173,Bayswater (Vic.),3153
20174,Bayswater North,3153
20175,Beaconsfield (Vic.),3807
20176,Beaconsfield Upper,3808
20177,Bealiba,3475
20178,Bearii,3641
20179,Bears Lagoon,3517
20180,Beauchamp,3579
20181,Beaufort (Vic.),3373
20182,Beaumaris (Vic.),3193
20183,Beazleys Bridge,3477
20184,Beeac,3251
20185,Beech Forest,3237
20186,Beechworth,3747
20187,Beenak,3139
20188,Belgrave,3160
20189,Belgrave Heights,3160
20190,Belgrave South,3160
20191,Bell Park,3215
20192,Bell Post Hill,3215
20193,Bellarine,3223
20194,Bellbird Creek,3889
20195,Bellbrae,3228
20196,Bellbridge,3691
20197,Bellellen,3381
20198,Bellfield (Banyule - Vic.),3081
20199,Bellfield (Northern Grampians - Vic.),3381
20200,Bells Beach,3228
20201,Belmont (Vic.),3216
20202,Bemm River,3889
20203,Bena,3946
20204,Benalla,3672
20205,Benambra,3900
20206,Benayeo,3319
